Nombre;Codigo;descripcion;Stock;StockMinimo;PrecioUnitario;Observaciones;Rentabilidad;Iva;CostoInterno;CodigoProveedor;Deposito;CodigoBarra;Rubro;SubRubro;Tipo;PrecioAutomatico
BIKINI ANIMAL PRINT NENA ORQUIDEA TALLE 14;56583O14;BIKINI ANIMAL PRINT NENA ORQUIDEA TALLE 14;3;;5900;;;21;2586,48;;Principal;;Mallas;Alouette;;
BIKINI ANIMAL PRINT NENA ORQUIDEA TALLE 2;56583O2;BIKINI ANIMAL PRINT NENA ORQUIDEA TALLE 2;3;;5900;;;21;2586,48;;Principal;;Mallas;Alouette;;
BIKINI ANIMAL PRINT NENA ORQUIDEA TALLE 4;56583O4;BIKINI ANIMAL PRINT NENA ORQUIDEA TALLE 4;3;;5900;;;21;2586,48;;Principal;;Mallas;Alouette;;
BIKINI ANIMAL PRINT NENA ORQUIDEA TALLE 6;56583O6;BIKINI ANIMAL PRINT NENA ORQUIDEA TALLE 6;3;;5900;;;21;2586,48;;Principal;;Mallas;Alouette;;
BIKINI ANIMAL PRINT NENA TIERRA TALLE 10;56583T10;BIKINI ANIMAL PRINT NENA TIERRA TALLE 10;3;;5900;;;21;2586,48;;Principal;;Mallas;Alouette;;
BIKINI ANIMAL PRINT NENA TIERRA TALLE 12;56583T12;BIKINI ANIMAL PRINT NENA TIERRA TALLE 12;3;;5900;;;21;2586,48;;Principal;;Mallas;Alouette;;
BIKINI ANIMAL PRINT NENA TIERRA TALLE 14;56583T14;BIKINI ANIMAL PRINT NENA TIERRA TALLE 14;2;;5900;;;21;2586,48;;Principal;;Mallas;Alouette;;
BIKINI ANIMAL PRINT NENA TIERRA TALLE 2;56583T2;BIKINI ANIMAL PRINT NENA TIERRA TALLE 2;3;;5900;;;21;2586,48;;Principal;;Mallas;Alouette;;
BIKINI ANIMAL PRINT NENA TIERRA TALLE 4;56583T4;BIKINI ANIMAL PRINT NENA TIERRA TALLE 4;3;;5900;;;21;2586,48;;Principal;;Mallas;Alouette;;
BIKINI ANIMAL PRINT NENA TIERRA TALLE 6;56583T6;BIKINI ANIMAL PRINT NENA TIERRA TALLE 6;3;;5900;;;21;2586,48;;Principal;;Mallas;Alouette;;
BIKINI ANIMAL PRINT NENA TIERRA TALLE 8;56583T8;BIKINI ANIMAL PRINT NENA TIERRA TALLE 8;3;;5900;;;21;2586,48;;Principal;;Mallas;Alouette;;
BIKINI ANIMAL PRINT NENA TIERRA TALLE S;56583TS;BIKINI ANIMAL PRINT NENA TIERRA TALLE S;3;;5900;;;21;2974,87;;Principal;;Mallas;Alouette;;
MALLA ENTERIZA A LUNARES NENA MARINO TALLE 10;56622M10;MALLA ENTERIZA A LUNARES NENA MARINO TALLE 10;2;;5900;;;21;2586,48;;Principal;;Mallas;Alouette;;
MALLA ENTERIZA A LUNARES NENA MARINO TALLE 14;56622M14;MALLA ENTERIZA A LUNARES NENA MARINO TALLE 14;2;;5900;;;21;2586,48;;Principal;;Mallas;Alouette;;
MALLA ENTERIZA A LUNARES NENA MARINO TALLE 2;56622M2;MALLA ENTERIZA A LUNARES NENA MARINO TALLE 2;3;;5900;;;21;2586,48;;Principal;;Mallas;Alouette;;
MALLA ENTERIZA A LUNARES NENA MARINO TALLE 4;56622M4;MALLA ENTERIZA A LUNARES NENA MARINO TALLE 4;3;;5900;;;21;2586,48;;Principal;;Mallas;Alouette;;
MALLA ENTERIZA A LUNARES NENA MARINO TALLE 8;56622M8;MALLA ENTERIZA A LUNARES NENA MARINO TALLE 8;2;;5900;;;21;2586,48;;Principal;;Mallas;Alouette;;
MALLA ENTERIZA A LUNARES NENA ROSA TALLE 12;56622R12;MALLA ENTERIZA A LUNARES NENA ROSA TALLE 12;2;;5900;;;21;2586,48;;Principal;;Mallas;Alouette;;
MALLA ENTERIZA A LUNARES NENA ROSA TALLE 14;56622R14;MALLA ENTERIZA A LUNARES NENA ROSA TALLE 14;2;;5900;;;21;2586,48;;Principal;;Mallas;Alouette;;
MALLA ENTERIZA A LUNARES NENA ROSA TALLE 2;56622R2;MALLA ENTERIZA A LUNARES NENA ROSA TALLE 2;3;;5900;;;21;2586,48;;Principal;;Mallas;Alouette;;
MALLA ENTERIZA A LUNARES NENA ROSA TALLE 4;56622R4;MALLA ENTERIZA A LUNARES NENA ROSA TALLE 4;3;;5900;;;21;2586,48;;Principal;;Mallas;Alouette;;
MALLA ENTERIZA A LUNARES NENA ROSA TALLE 8;56622R8;MALLA ENTERIZA A LUNARES NENA ROSA TALLE 8;2;;5900;;;21;2586,48;;Principal;;Mallas;Alouette;;
MALLA ENTERIZA ANIMAL PRINT NENA ORQUIDEA TALLE 10;56623O10;MALLA ENTERIZA ANIMAL PRINT NENA ORQUIDEA TALLE 10;2;;5900;;;21;2586,48;;Principal;;Mallas;Alouette;;
MALLA ENTERIZA ANIMAL PRINT NENA ORQUIDEA TALLE 12;56623O12;MALLA ENTERIZA ANIMAL PRINT NENA ORQUIDEA TALLE 12;3;;5900;;;21;2586,48;;Principal;;Mallas;Alouette;;
MALLA ENTERIZA ANIMAL PRINT NENA ORQUIDEA TALLE 2;56623O2;MALLA ENTERIZA ANIMAL PRINT NENA ORQUIDEA TALLE 2;3;;5900;;;21;2586,48;;Principal;;Mallas;Alouette;;
MALLA ENTERIZA ANIMAL PRINT NENA ORQUIDEA TALLE 4;56623O4;MALLA ENTERIZA ANIMAL PRINT NENA ORQUIDEA TALLE 4;3;;5900;;;21;2586,48;;Principal;;Mallas;Alouette;;
MALLA ENTERIZA ANIMAL PRINT NENA ORQUIDEA TALLE 6;56623O6;MALLA ENTERIZA ANIMAL PRINT NENA ORQUIDEA TALLE 6;3;;5900;;;21;2586,48;;Principal;;Mallas;Alouette;;
MALLA ENTERIZA ANIMAL PRINT NENA ORQUIDEA TALLE 8;56623O8;MALLA ENTERIZA ANIMAL PRINT NENA ORQUIDEA TALLE 8;2;;5900;;;21;2586,48;;Principal;;Mallas;Alouette;;
MALLA ENTERIZA ANIMAL PRINT NENA ORQUIDEA TALLE S;56623OS;MALLA ENTERIZA ANIMAL PRINT NENA ORQUIDEA TALLE S;3;;5900;;;21;2974,87;;Principal;;Mallas;Alouette;;
MALLA ENTERIZA ANIMAL PRINT NENA TIERRA TALLE 10;56623T10;MALLA ENTERIZA ANIMAL PRINT NENA TIERRA TALLE 10;3;;5900;;;21;2586,48;;Principal;;Mallas;Alouette;;
MALLA ENTERIZA ANIMAL PRINT NENA TIERRA TALLE 12;56623T12;MALLA ENTERIZA ANIMAL PRINT NENA TIERRA TALLE 12;2;;5900;;;21;2586,48;;Principal;;Mallas;Alouette;;
MALLA ENTERIZA ANIMAL PRINT NENA TIERRA TALLE 14;56623T14;MALLA ENTERIZA ANIMAL PRINT NENA TIERRA TALLE 14;3;;5900;;;21;2586,48;;Principal;;Mallas;Alouette;;
MALLA ENTERIZA ANIMAL PRINT NENA TIERRA TALLE 2;56623T2;MALLA ENTERIZA ANIMAL PRINT NENA TIERRA TALLE 2;3;;5900;;;21;2586,48;;Principal;;Mallas;Alouette;;
MALLA ENTERIZA ANIMAL PRINT NENA TIERRA TALLE 4;56623T4;MALLA ENTERIZA ANIMAL PRINT NENA TIERRA TALLE 4;3;;5900;;;21;2586,48;;Principal;;Mallas;Alouette;;
MALLA ENTERIZA ANIMAL PRINT NENA TIERRA TALLE 6;56623T6;MALLA ENTERIZA ANIMAL PRINT NENA TIERRA TALLE 6;3;;5900;;;21;2586,48;;Principal;;Mallas;Alouette;;
MALLA ENTERIZA ANIMAL PRINT NENA TIERRA TALLE 8;56623T8;MALLA ENTERIZA ANIMAL PRINT NENA TIERRA TALLE 8;3;;5900;;;21;2586,48;;Principal;;Mallas;Alouette;;
MALLA ENTERIZA ANIMAL PRINT NENA TIERRA TALLE S;56623TS;MALLA ENTERIZA ANIMAL PRINT NENA TIERRA TALLE S;2;;5900;;;21;2974,87;;Principal;;Mallas;Alouette;;
CORPIÑO TOP BASICO ALGODÓN LYCRA COCOT AVELLANA 100;5667A100;CORPIÑO TOP BASICO ALGODÓN LYCRA COCOT AVELLANA 100;14;;1399;;;21;659,64;;Principal;;Basica;Cocot;;
CORPIÑO TOP BASICO ALGODÓN LYCRA COCOT AVELLANA 85;5667A85;CORPIÑO TOP BASICO ALGODÓN LYCRA COCOT AVELLANA 85;20;;1399;;;21;659,64;;Principal;;Basica;Cocot;;
CORPIÑO TOP BASICO ALGODÓN LYCRA COCOT AVELLANA 90;5667A90;CORPIÑO TOP BASICO ALGODÓN LYCRA COCOT AVELLANA 90;17;;1399;;;21;659,64;;Principal;;Basica;Cocot;;
CORPIÑO TOP BASICO ALGODÓN LYCRA COCOT AVELLANA 95;5667A95;CORPIÑO TOP BASICO ALGODÓN LYCRA COCOT AVELLANA 95;19;;1399;;;21;659,64;;Principal;;Basica;Cocot;;
CORPIÑO TOP BASICO ALGODÓN LYCRA COCOT BLANCO 100;5667B100;CORPIÑO TOP BASICO ALGODÓN LYCRA COCOT BLANCO 100;11;;1399;;;21;659,64;;Principal;;Basica;Cocot;;
CORPIÑO TOP BASICO ALGODÓN LYCRA COCOT BLANCO 85;5667B85;CORPIÑO TOP BASICO ALGODÓN LYCRA COCOT BLANCO 85;20;;1399;;;21;659,64;;Principal;;Basica;Cocot;;
CORPIÑO TOP BASICO ALGODÓN LYCRA COCOT BLANCO 90;5667B90;CORPIÑO TOP BASICO ALGODÓN LYCRA COCOT BLANCO 90;20;;1399;;;21;659,64;;Principal;;Basica;Cocot;;
CORPIÑO TOP BASICO ALGODÓN LYCRA COCOT BLANCO 95;5667B95;CORPIÑO TOP BASICO ALGODÓN LYCRA COCOT BLANCO 95;16;;1399;;;21;659,64;;Principal;;Basica;Cocot;;
CORPIÑO TOP BASICO ALGODÓN LYCRA COCOT MELANGE 100;5667M100;CORPIÑO TOP BASICO ALGODÓN LYCRA COCOT MELANGE 100;16;;1399;;;21;659,64;;Principal;;Basica;Cocot;;
CORPIÑO TOP BASICO ALGODÓN LYCRA COCOT MELANGE 85;5667M85;CORPIÑO TOP BASICO ALGODÓN LYCRA COCOT MELANGE 85;17;;1399;;;21;659,64;;Principal;;Basica;Cocot;;
CORPIÑO TOP BASICO ALGODÓN LYCRA COCOT MELANGE 90;5667M90;CORPIÑO TOP BASICO ALGODÓN LYCRA COCOT MELANGE 90;16;;1399;;;21;659,64;;Principal;;Basica;Cocot;;
CORPIÑO TOP BASICO ALGODÓN LYCRA COCOT MELANGE 95;5667M95;CORPIÑO TOP BASICO ALGODÓN LYCRA COCOT MELANGE 95;11;;1399;;;21;659,64;;Principal;;Basica;Cocot;;
CORPIÑO TOP BASICO ALGODÓN LYCRA COCOT NEGRO 100;5667N100;CORPIÑO TOP BASICO ALGODÓN LYCRA COCOT NEGRO 100;12;;1399;;;21;659,64;;Principal;;Basica;Cocot;;
CORPIÑO TOP BASICO ALGODÓN LYCRA COCOT NEGRO 85;5667N85;CORPIÑO TOP BASICO ALGODÓN LYCRA COCOT NEGRO 85;20;;1399;;;21;659,64;;Principal;;Basica;Cocot;;
CORPIÑO TOP BASICO ALGODÓN LYCRA COCOT NEGRO 90;5667N90;CORPIÑO TOP BASICO ALGODÓN LYCRA COCOT NEGRO 90;18;;1399;;;21;659,64;;Principal;;Basica;Cocot;;
CORPIÑO TOP BASICO ALGODÓN LYCRA COCOT NEGRO 95;5667N95;CORPIÑO TOP BASICO ALGODÓN LYCRA COCOT NEGRO 95;15;;1399;;;21;659,64;;Principal;;Basica;Cocot;;
TOP LISO DE BRETELES REGULABLES NIBEL AZUL TALLE MG;5674AMG;TOP LISO DE BRETELES REGULABLES NIBEL AZUL TALLE MG;3;;2699;;;21;1367,66;;Principal;;Deportivo;Nibel;;
TOP LISO DE BRETELES REGULABLES NIBEL AZUL TALLE PM;5674APM;TOP LISO DE BRETELES REGULABLES NIBEL AZUL TALLE PM;2;;2699;;;21;1367,66;;Principal;;Deportivo;Nibel;;
TOP LISO DE BRETELES REGULABLES NIBEL AZUL TALLE XG;5674AXG;TOP LISO DE BRETELES REGULABLES NIBEL AZUL TALLE XG;3;;2699;;;21;1367,66;;Principal;;Deportivo;Nibel;;
TOP LISO DE BRETELES REGULABLES NIBEL NEGRO TALLE MG;5674NMG;TOP LISO DE BRETELES REGULABLES NIBEL NEGRO TALLE MG;4;;2699;;;21;1367,66;;Principal;;Deportivo;Nibel;;
TOP LISO DE BRETELES REGULABLES NIBEL NEGRO TALLE XG;5674NXG;TOP LISO DE BRETELES REGULABLES NIBEL NEGRO TALLE XG;5;;2699;;;21;1367,66;;Principal;;Deportivo;Nibel;;
TOP LISO DEPORTIVO NIBEL AZUL TALLE XG;5677AXG;TOP LISO DEPORTIVO NIBEL AZUL TALLE XG;4;;2799;;;21;1509,58;;Principal;;Deportivo;Nibel;;
TOP LISO DEPORTIVO NIBEL FUCSIA TALLE PM;5677FPM;TOP LISO DEPORTIVO NIBEL FUCSIA TALLE PM;2;;2799;;;21;1509,58;;Principal;;Deportivo;Nibel;;
TOP LISO DEPORTIVO NIBEL NEGRO TALLE MG;5677NMG;TOP LISO DEPORTIVO NIBEL NEGRO TALLE MG;2;;2799;;;21;1509,58;;Principal;;Deportivo;Nibel;;
TOP CAMUFLADO DE BRETELES REGULABLES NIBEL AZUL TALLE MG;5684AMG;TOP CAMUFLADO DE BRETELES REGULABLES NIBEL AZUL TALLE MG;4;;2699;;;21;1419,35;;Principal;;Deportivo;Nibel;;
TOP CAMUFLADO DE BRETELES REGULABLES NIBEL AZUL TALLE XG;5684AXG;TOP CAMUFLADO DE BRETELES REGULABLES NIBEL AZUL TALLE XG;2;;2699;;;21;1419,35;;Principal;;Deportivo;Nibel;;
TOP CON PUNTILLA NIBEL BLANCO TALLE M;5686BM;TOP CON PUNTILLA NIBEL BLANCO TALLE M;4;;1680;;;21;810,6;;Principal;;Basica;NiBel;;
TOP CON PUNTILLA NIBEL BLANCO TALLE P;5686BP;TOP CON PUNTILLA NIBEL BLANCO TALLE P;3;;1680;;;21;810,6;;Principal;;Basica;NiBel;;
TOP CON PUNTILLA NIBEL NEGRO TALLE M;5686NM;TOP CON PUNTILLA NIBEL NEGRO TALLE M;5;;1680;;;21;810,6;;Principal;;Basica;NiBel;;
TOP CAMUFLADO DEPORTIVO NIBEL AZUL TALLE MG;5687AMG;TOP CAMUFLADO DEPORTIVO NIBEL AZUL TALLE MG;3;;2999;;;21;1561,7;;Principal;;Deportivo;Nibel;;
TOP CAMUFLADO DEPORTIVO NIBEL NEGRO TALLE MG;5687NMG;TOP CAMUFLADO DEPORTIVO NIBEL NEGRO TALLE MG;7;;2999;;;21;1561,7;;Principal;;Deportivo;Nibel;;
TOP CAMUFLADO DEPORTIVO NIBEL NEGRO TALLE PM;5687NPM;TOP CAMUFLADO DEPORTIVO NIBEL NEGRO TALLE PM;4;;2999;;;21;1561,7;;Principal;;Deportivo;Nibel;;
TOP CAMUFLADO DEPORTIVO NIBEL NEGRO TALLE XG;5687NXG;TOP CAMUFLADO DEPORTIVO NIBEL NEGRO TALLE XG;3;;2999;;;21;1561,7;;Principal;;Deportivo;Nibel;;
PAR DE SOQUETES LISOS DE DAMA RHYTON;56L;PAR DE SOQUETES LISOS DE DAMA RHYTON;25;;360;;;21;158,4;;Principal;;Medias;Rhyton;;
PAR DE SOQUETES RAYADOS DE DAMA RHYTON;56R;PAR DE SOQUETES RAYADOS DE DAMA RHYTON;29;;360;;;21;158,4;;Principal;;Medias;Rhyton;;
SOUTIEN DE BRETELES NIBEL AMARILLO FLUOR TALLE G;5712AG;SOUTIEN DE BRETELES NIBEL AMARILLO FLUOR TALLE G;7;;1750;;;21;843,21;;Principal;;Basica;NiBel;;
SOUTIEN DE BRETELES NIBEL AMARILLO FLUOR TALLE P;5712AP;SOUTIEN DE BRETELES NIBEL AMARILLO FLUOR TALLE P;5;;1750;;;21;843,21;;Principal;;Basica;NiBel;;
SOUTIEN DE BRETELES NIBEL AMARILLO FLUOR TALLE XG;5712AXG;SOUTIEN DE BRETELES NIBEL AMARILLO FLUOR TALLE XG;4;;1750;;;21;843,21;;Principal;;Basica;NiBel;;
SOUTIEN DE BRETELES NIBEL BLANCO TALLE G;5712BG;SOUTIEN DE BRETELES NIBEL BLANCO TALLE G;3;;1750;;;21;843,21;;Principal;;Basica;NiBel;;
SOUTIEN DE BRETELES NIBEL BLANCO TALLE P;5712BP;SOUTIEN DE BRETELES NIBEL BLANCO TALLE P;4;;1750;;;21;843,21;;Principal;;Basica;NiBel;;
SOUTIEN DE BRETELES NIBEL BLANCO TALLE XG;5712BXG;SOUTIEN DE BRETELES NIBEL BLANCO TALLE XG;4;;1750;;;21;843,21;;Principal;;Basica;NiBel;;
SOUTIEN DE BRETELES NIBEL FUCSIA FLUOR TALLE G;5712FG;SOUTIEN DE BRETELES NIBEL FUCSIA FLUOR TALLE G;5;;1750;;;21;843,21;;Principal;;Basica;NiBel;;
SOUTIEN DE BRETELES NIBEL FUCSIA FLUOR TALLE M;5712FM;SOUTIEN DE BRETELES NIBEL FUCSIA FLUOR TALLE M;7;;1750;;;21;843,21;;Principal;;Basica;NiBel;;
SOUTIEN DE BRETELES NIBEL FUCSIA FLUOR TALLE P;5712FP;SOUTIEN DE BRETELES NIBEL FUCSIA FLUOR TALLE P;8;;1750;;;21;843,21;;Principal;;Basica;NiBel;;
SOUTIEN DE BRETELES NIBEL FUCSIA FLUOR TALLE XG;5712FXG;SOUTIEN DE BRETELES NIBEL FUCSIA FLUOR TALLE XG;3;;1750;;;21;843,21;;Principal;;Basica;NiBel;;
SOUTIEN DE BRETELES NIBEL NEGRO TALLE G;5712NG;SOUTIEN DE BRETELES NIBEL NEGRO TALLE G;3;;1750;;;21;843,21;;Principal;;Basica;NiBel;;
SOUTIEN DE BRETELES NIBEL NEGRO TALLE M;5712NM;SOUTIEN DE BRETELES NIBEL NEGRO TALLE M;8;;1750;;;21;843,21;;Principal;;Basica;NiBel;;
SOUTIEN DE BRETELES NIBEL NEGRO TALLE XG;5712NXG;SOUTIEN DE BRETELES NIBEL NEGRO TALLE XG;3;;1750;;;21;843,21;;Principal;;Basica;NiBel;;
SOUTIEN DE BRETELES NIBEL PIEL TALLE P;5712PP;SOUTIEN DE BRETELES NIBEL PIEL TALLE P;6;;1750;;;21;843,21;;Principal;;Basica;NiBel;;
SOUTIEN DE BRETELES NIBEL VERDE FLUOR TALLE G;5712VG;SOUTIEN DE BRETELES NIBEL VERDE FLUOR TALLE G;3;;1750;;;21;843,21;;Principal;;Basica;NiBel;;
SOUTIEN DE BRETELES NIBEL VERDE FLUOR TALLE M;5712VM;SOUTIEN DE BRETELES NIBEL VERDE FLUOR TALLE M;3;;1750;;;21;843,21;;Principal;;Basica;NiBel;;
SOUTIEN DE BRETELES NIBEL VERDE FLUOR TALLE P;5712VP;SOUTIEN DE BRETELES NIBEL VERDE FLUOR TALLE P;4;;1750;;;21;843,21;;Principal;;Basica;NiBel;;
SOUTIEN DE BRETELES NIBEL VERDE FLUOR TALLE XG;5712VXG;SOUTIEN DE BRETELES NIBEL VERDE FLUOR TALLE XG;5;;1750;;;21;843,21;;Principal;;Basica;NiBel;;
SOUTIEN DEPORTIVO NIBEL  AMARILLO FLUOR TALLE G;5720AG;SOUTIEN DEPORTIVO NIBEL  AMARILLO FLUOR TALLE G;5;;2150;;;21;1060,41;;Principal;;Basica;NiBel;;
SOUTIEN DEPORTIVO NIBEL  AMARILLO FLUOR TALLE M;5720AM;SOUTIEN DEPORTIVO NIBEL  AMARILLO FLUOR TALLE M;4;;2150;;;21;1060,41;;Principal;;Basica;NiBel;;
SOUTIEN DEPORTIVO NIBEL  AMARILLO FLUOR TALLE P;5720AP;SOUTIEN DEPORTIVO NIBEL  AMARILLO FLUOR TALLE P;4;;2150;;;21;1060,41;;Principal;;Basica;NiBel;;
SOUTIEN DEPORTIVO NIBEL  AMARILLO FLUOR TALLE XG;5720AXG;SOUTIEN DEPORTIVO NIBEL  AMARILLO FLUOR TALLE XG;6;;2150;;;21;1060,41;;Principal;;Basica;NiBel;;
SOUTIEN DEPORTIVO NIBEL  BLANCO TALLE G;5720BG;SOUTIEN DEPORTIVO NIBEL  BLANCO TALLE G;6;;2150;;;21;1060,41;;Principal;;Basica;NiBel;;
SOUTIEN DEPORTIVO NIBEL  BLANCO TALLE M;5720BM;SOUTIEN DEPORTIVO NIBEL  BLANCO TALLE M;6;;2150;;;21;1060,41;;Principal;;Basica;NiBel;;
SOUTIEN DEPORTIVO NIBEL  BLANCO TALLE P;5720BP;SOUTIEN DEPORTIVO NIBEL  BLANCO TALLE P;6;;2150;;;21;1060,41;;Principal;;Basica;NiBel;;
SOUTIEN DEPORTIVO NIBEL  BLANCO TALLE XG;5720BXG;SOUTIEN DEPORTIVO NIBEL  BLANCO TALLE XG;8;;2150;;;21;1060,41;;Principal;;Basica;NiBel;;
SOUTIEN DEPORTIVO NIBEL  FUCSIA FLUOR TALLE G;5720FG;SOUTIEN DEPORTIVO NIBEL  FUCSIA FLUOR TALLE G;8;;2150;;;21;1060,41;;Principal;;Basica;NiBel;;
SOUTIEN DEPORTIVO NIBEL  FUCSIA FLUOR TALLE M;5720FM;SOUTIEN DEPORTIVO NIBEL  FUCSIA FLUOR TALLE M;5;;2150;;;21;1060,41;;Principal;;Basica;NiBel;;
SOUTIEN DEPORTIVO NIBEL  FUCSIA FLUOR TALLE P;5720FP;SOUTIEN DEPORTIVO NIBEL  FUCSIA FLUOR TALLE P;6;;2150;;;21;1060,41;;Principal;;Basica;NiBel;;
SOUTIEN DEPORTIVO NIBEL  FUCSIA FLUOR TALLE XG;5720FXG;SOUTIEN DEPORTIVO NIBEL  FUCSIA FLUOR TALLE XG;4;;2150;;;21;1060,41;;Principal;;Basica;NiBel;;
SOUTIEN DEPORTIVO NIBEL  NEGRO TALLE G;5720NG;SOUTIEN DEPORTIVO NIBEL  NEGRO TALLE G;4;;2150;;;21;1060,41;;Principal;;Basica;NiBel;;
SOUTIEN DEPORTIVO NIBEL  NEGRO TALLE M;5720NM;SOUTIEN DEPORTIVO NIBEL  NEGRO TALLE M;5;;2150;;;21;1060,41;;Principal;;Basica;NiBel;;
SOUTIEN DEPORTIVO NIBEL  NEGRO TALLE P;5720NP;SOUTIEN DEPORTIVO NIBEL  NEGRO TALLE P;6;;2150;;;21;1060,41;;Principal;;Basica;NiBel;;
SOUTIEN DEPORTIVO NIBEL  NEGRO TALLE XG;5720NXG;SOUTIEN DEPORTIVO NIBEL  NEGRO TALLE XG;6;;2150;;;21;1060,41;;Principal;;Basica;NiBel;;
SOUTIEN DEPORTIVO NIBEL  PIEL TALLE G;5720PG;SOUTIEN DEPORTIVO NIBEL  PIEL TALLE G;8;;2150;;;21;1060,41;;Principal;;Basica;NiBel;;
SOUTIEN DEPORTIVO NIBEL  PIEL TALLE M;5720PM;SOUTIEN DEPORTIVO NIBEL  PIEL TALLE M;6;;2150;;;21;1060,41;;Principal;;Basica;NiBel;;
SOUTIEN DEPORTIVO NIBEL  PIEL TALLE P;5720PP;SOUTIEN DEPORTIVO NIBEL  PIEL TALLE P;6;;2150;;;21;1060,41;;Principal;;Basica;NiBel;;
SOUTIEN DEPORTIVO NIBEL  VERDE FLUOR TALLE G;5720VG;SOUTIEN DEPORTIVO NIBEL  VERDE FLUOR TALLE G;3;;2150;;;21;1060,41;;Principal;;Basica;NiBel;;
SOUTIEN DEPORTIVO NIBEL  VERDE FLUOR TALLE M;5720VM;SOUTIEN DEPORTIVO NIBEL  VERDE FLUOR TALLE M;2;;2150;;;21;1060,41;;Principal;;Basica;NiBel;;
SOUTIEN DEPORTIVO NIBEL  VERDE FLUOR TALLE P;5720VP;SOUTIEN DEPORTIVO NIBEL  VERDE FLUOR TALLE P;5;;2150;;;21;1060,41;;Principal;;Basica;NiBel;;
SOUTIEN DEPORTIVO NIBEL  VERDE FLUOR TALLE XG;5720VXG;SOUTIEN DEPORTIVO NIBEL  VERDE FLUOR TALLE XG;4;;2150;;;21;1060,41;;Principal;;Basica;NiBel;;
SOUTIEN ANIMAL PRINT BRETEL FINO REGULABLE TAZA SOFT NEGRO TALLE P;5722APNP;SOUTIEN ANIMAL PRINT BRETEL FINO REGULABLE TAZA SOFT NEGRO TALLE P;2;;3099;;;21;1572,48;;Principal;;Basica;NiBel;;
SOUTIEN ANIMAL PRINT BRETEL FINO REGULABLE TAZA SOFT PIEL TALLE P;5722APPP;SOUTIEN ANIMAL PRINT BRETEL FINO REGULABLE TAZA SOFT PIEL TALLE P;4;;3099;;;21;1572,48;;Principal;;Basica;NiBel;;
SOUTIEN SEAMLESS BRETEL FINO REGULABLE TAZA SOFT NEGRO TALLE P;5722NP;SOUTIEN SEAMLESS BRETEL FINO REGULABLE TAZA SOFT NEGRO TALLE P;4;;2850;;;21;1453;;Principal;;Basica;NiBel;;
BOXER SEAMLESS VISCOSA LYCRA CINTURA ANCHA EYELIT TALLE XXL;578XXL;BOXER SEAMLESS VISCOSA LYCRA CINTURA ANCHA EYELIT TALLE XXL;9;;2050;;;21;983,25;;Principal;;Boxers;Eyelit;;
BANDO SEAMLESS NIBEL BLANCO TALLE G;5814BG;BANDO SEAMLESS NIBEL BLANCO TALLE G;3;;1099;;;21;486,24;;Principal;;Basica;NiBel;;
BANDO SEAMLESS NIBEL BLANCO TALLE M;5814BM;BANDO SEAMLESS NIBEL BLANCO TALLE M;3;;1099;;;21;486,24;;Principal;;Basica;NiBel;;
BANDO SEAMLESS NIBEL BLANCO TALLE P;5814BP;BANDO SEAMLESS NIBEL BLANCO TALLE P;2;;1099;;;21;486,24;;Principal;;Basica;NiBel;;
BANDO SEAMLESS NIBEL FUCSIA TALLE G;5814FG;BANDO SEAMLESS NIBEL FUCSIA TALLE G;6;;1099;;;21;486,24;;Principal;;Basica;NiBel;;
BANDO SEAMLESS NIBEL FUCSIA TALLE M;5814FM;BANDO SEAMLESS NIBEL FUCSIA TALLE M;2;;1099;;;21;486,24;;Principal;;Basica;NiBel;;
BANDO SEAMLESS NIBEL FUCSIA TALLE P;5814FP;BANDO SEAMLESS NIBEL FUCSIA TALLE P;2;;1099;;;21;486,24;;Principal;;Basica;NiBel;;
BANDO SEAMLESS NIBEL PIEL TALLE P;5814PP;BANDO SEAMLESS NIBEL PIEL TALLE P;6;;1099;;;21;486,24;;Principal;;Basica;NiBel;;
CORPIÑO DE ALGODÓN Y LYCRA COCOT AVELLANA TALLE 100;5842A100;CORPIÑO DE ALGODÓN Y LYCRA COCOT AVELLANA TALLE 100;18;;1350;;;21;622,99;;Principal;;Basica;Cocot;;
CORPIÑO DE ALGODÓN Y LYCRA COCOT AVELLANA TALLE 85;5842A85;CORPIÑO DE ALGODÓN Y LYCRA COCOT AVELLANA TALLE 85;22;;1350;;;21;622,99;;Principal;;Basica;Cocot;;
CORPIÑO DE ALGODÓN Y LYCRA COCOT AVELLANA TALLE 90;5842A90;CORPIÑO DE ALGODÓN Y LYCRA COCOT AVELLANA TALLE 90;18;;1350;;;21;622,99;;Principal;;Basica;Cocot;;
CORPIÑO DE ALGODÓN Y LYCRA COCOT AVELLANA TALLE 95;5842A95;CORPIÑO DE ALGODÓN Y LYCRA COCOT AVELLANA TALLE 95;11;;1350;;;21;622,99;;Principal;;Basica;Cocot;;
CORPIÑO DE ALGODÓN Y LYCRA COCOT BLANCO TALLE 100;5842B100;CORPIÑO DE ALGODÓN Y LYCRA COCOT BLANCO TALLE 100;8;;1350;;;21;622,99;;Principal;;Basica;Cocot;;
CORPIÑO DE ALGODÓN Y LYCRA COCOT BLANCO TALLE 85;5842B85;CORPIÑO DE ALGODÓN Y LYCRA COCOT BLANCO TALLE 85;19;;1350;;;21;622,99;;Principal;;Basica;Cocot;;
