Nombre;Codigo;descripcion;Stock;StockMinimo;PrecioUnitario;Observaciones;Rentabilidad;Iva;CostoInterno;CodigoProveedor;Deposito;CodigoBarra;Rubro;SubRubro;Tipo;PrecioAutomatico
PACK X 2 REMERAS BLANCA Y NEGRA CON ESCOTE REDONDO EYELIT TALLE M;4482M;PACK X 2 REMERAS BLANCA Y NEGRA CON ESCOTE REDONDO EYELIT TALLE M;5;;7820;;;21;3719,25;;Principal;;Remeras y camisetas;Eyelit;;
PACK X 2 REMERAS NEGRAS CON  ESCOTE REDONDO EYELIT TALLE S;4482NS;PACK X 2 REMERAS NEGRAS CON  ESCOTE REDONDO EYELIT TALLE S;2;;7820;;;21;3719,25;;Principal;;Remeras y camisetas;Eyelit;;
PACK X 2 REMERAS BLANCA Y NEGRA CON ESCOTE REDONDO EYELIT TALLE S;4482S;PACK X 2 REMERAS BLANCA Y NEGRA CON ESCOTE REDONDO EYELIT TALLE S;6;;7820;;;21;3719,25;;Principal;;Remeras y camisetas;Eyelit;;
PACK X 2 REMERAS BLANCA Y NEGRA CON ESCOTE REDONDO EYELIT TALLE XXL;4482XXL;PACK X 2 REMERAS BLANCA Y NEGRA CON ESCOTE REDONDO EYELIT TALLE XXL;8;;7820;;;21;3719,25;;Principal;;Remeras y camisetas;Eyelit;;
PACK X 2 PARES DE MEDIAS BLANCO Y NEGRO MICROFIBRA MERCURY;462;PACK X 2 PARES DE MEDIAS BLANCO Y NEGRO MICROFIBRA MERCURY;13;;750;;;21;360;;Principal;;Medias;Mutz;;
BOXER SEAMLESS CON DIBUJOS DE NIÑO EYELIT TALLE M;4652M;BOXER SEAMLESS CON DIBUJOS DE NIÑO EYELIT TALLE M;9;;1450;;;21;679,73;;Principal;;Boxers;Eyelit;;
BOXER SEAMLESS CON DIBUJOS DE NIÑO EYELIT TALLE S;4652S;BOXER SEAMLESS CON DIBUJOS DE NIÑO EYELIT TALLE S;11;;1450;;;21;679,73;;Principal;;Boxers;Eyelit;;
SHORT DE GIMNASIA COCOT NEGRO TALLE 1;4887N1;SHORT DE GIMNASIA COCOT NEGRO TALLE 1;13;;2550;;;21;1282,63;;Principal;;Deportivo;Cocot;;
SHORT DE GIMNASIA COCOT NEGRO TALLE 2;4887N2;SHORT DE GIMNASIA COCOT NEGRO TALLE 2;17;;2550;;;21;1282,63;;Principal;;Deportivo;Cocot;;
SHORT DE GIMNASIA COCOT NEGRO TALLE 3;4887N3;SHORT DE GIMNASIA COCOT NEGRO TALLE 3;18;;2550;;;21;1282,63;;Principal;;Deportivo;Cocot;;
SHORT DE GIMNASIA COCOT NEGRO TALLE 4;4887N4;SHORT DE GIMNASIA COCOT NEGRO TALLE 4;12;;2550;;;21;1282,63;;Principal;;Deportivo;Cocot;;
CALZA CHUPIN SEAMLESS COCOT NEGRO TALLE 1;4890N1;CALZA CHUPIN SEAMLESS COCOT NEGRO TALLE 1;8;;4550;;;21;2382,03;;Principal;;Deportivo;Cocot;;
CALZA CHUPIN SEAMLESS COCOT NEGRO TALLE 2;4890N2;CALZA CHUPIN SEAMLESS COCOT NEGRO TALLE 2;5;;4550;;;21;2382,03;;Principal;;Deportivo;Cocot;;
CALZA CHUPIN SEAMLESS COCOT NEGRO TALLE 3;4890N3;CALZA CHUPIN SEAMLESS COCOT NEGRO TALLE 3;5;;4550;;;21;2382,03;;Principal;;Deportivo;Cocot;;
CALZA CHUPIN SEAMLESS COCOT NEGRO TALLE 4;4890N4;CALZA CHUPIN SEAMLESS COCOT NEGRO TALLE 4;10;;4550;;;21;2382,03;;Principal;;Deportivo;Cocot;;
CALZA PESCADORA SEAMLESS COCOT NEGRO TALLE 1;4891N1;CALZA PESCADORA SEAMLESS COCOT NEGRO TALLE 1;6;;3750;;;21;1942,27;;Principal;;Deportivo;Cocot;;
CALZA PESCADORA SEAMLESS COCOT NEGRO TALLE 2;4891N2;CALZA PESCADORA SEAMLESS COCOT NEGRO TALLE 2;3;;3750;;;21;1942,27;;Principal;;Deportivo;Cocot;;
CALZA PESCADORA SEAMLESS COCOT NEGRO TALLE 3;4891N3;CALZA PESCADORA SEAMLESS COCOT NEGRO TALLE 3;6;;3750;;;21;1942,27;;Principal;;Deportivo;Cocot;;
TOP DEPORTIVO SEAMLESS AZUL NAUTICO TALLE 1;4893A1;TOP DEPORTIVO SEAMLESS AZUL NAUTICO TALLE 1;4;;3250;;;21;1668,21;;Principal;;Deportivo;Cocot;;
TOP DEPORTIVO SEAMLESS AZUL NAUTICO TALLE 2;4893A2;TOP DEPORTIVO SEAMLESS AZUL NAUTICO TALLE 2;4;;3250;;;21;1668,21;;Principal;;Deportivo;Cocot;;
TOP DEPORTIVO SEAMLESS AZUL NAUTICO TALLE 3;4893A3;TOP DEPORTIVO SEAMLESS AZUL NAUTICO TALLE 3;7;;3250;;;21;1668,21;;Principal;;Deportivo;Cocot;;
TOP DEPORTIVO SEAMLESS AZUL NAUTICO TALLE 4;4893A4;TOP DEPORTIVO SEAMLESS AZUL NAUTICO TALLE 4;5;;3250;;;21;1668,21;;Principal;;Deportivo;Cocot;;
TOP DEPORTIVO SEAMLESS FUCSIA TALLE 1;4893F1;TOP DEPORTIVO SEAMLESS FUCSIA TALLE 1;5;;3250;;;21;1668,21;;Principal;;Deportivo;Cocot;;
TOP DEPORTIVO SEAMLESS NEGRO TALLE 1;4893N1;TOP DEPORTIVO SEAMLESS NEGRO TALLE 1;6;;3250;;;21;1668,21;;Principal;;Deportivo;Cocot;;
TOP DEPORTIVO SEAMLESS NEGRO TALLE 4;4893N4;TOP DEPORTIVO SEAMLESS NEGRO TALLE 4;4;;3250;;;21;1668,21;;Principal;;Deportivo;Cocot;;
BIKINI DE ATAR EN PANZA FUCSIA TALLE 100;4F100;BIKINI DE ATAR EN PANZA FUCSIA TALLE 100;3;;2299;;;21;991,74;;Principal;;Mallas;;;
BIKINI DE ATAR EN PANZA FUCSIA TALLE 85;4F85;BIKINI DE ATAR EN PANZA FUCSIA TALLE 85;4;;2299;;;21;991,74;;Principal;;Mallas;;;
BIKINI DE ATAR EN PANZA FUCSIA TALLE 90;4F90;BIKINI DE ATAR EN PANZA FUCSIA TALLE 90;4;;2299;;;21;991,74;;Principal;;Mallas;;;
BIKINI DE ATAR EN PANZA FUCSIA TALLE 95;4F95;BIKINI DE ATAR EN PANZA FUCSIA TALLE 95;4;;2299;;;21;991,74;;Principal;;Mallas;;;
BIKINI DE ATAR EN PANZA NARANJA  TALLE 100;4NA100;BIKINI DE ATAR EN PANZA NARANJA  TALLE 100;4;;2299;;;21;991,74;;Principal;;Mallas;;;
BIKINI DE ATAR EN PANZA NARANJA  TALLE 85;4NA85;BIKINI DE ATAR EN PANZA NARANJA  TALLE 85;2;;2299;;;21;991,74;;Principal;;Mallas;;;
BIKINI DE ATAR EN PANZA NARANJA  TALLE 90;4NA90;BIKINI DE ATAR EN PANZA NARANJA  TALLE 90;4;;2299;;;21;991,74;;Principal;;Mallas;;;
BIKINI DE ATAR EN PANZA NARANJA  TALLE 95;4NA95;BIKINI DE ATAR EN PANZA NARANJA  TALLE 95;4;;2299;;;21;991,74;;Principal;;Mallas;;;
BIKINI DE ATAR EN PANZA NEGRO TALLE 100;4NE100;BIKINI DE ATAR EN PANZA NEGRO TALLE 100;2;;2299;;;21;991,74;;Principal;;Mallas;;;
BIKINI DE ATAR EN PANZA NEGRO TALLE 90;4NE90;BIKINI DE ATAR EN PANZA NEGRO TALLE 90;4;;2299;;;21;991,74;;Principal;;Mallas;;;
CAMISETA MANGA LARGA DAMA NIBEL PIEL;5005P;CAMISETA MANGA LARGA DAMA NIBEL PIEL;3;;1550;;;21;716,56;;Principal;;Underware;Nibel;;
BOXER ESTAMPADO DE HOMBRE EYELIT  TALLE M;500M;BOXER ESTAMPADO DE HOMBRE EYELIT  TALLE M;15;;3050;;;21;1538,06;;Principal;;Boxers;Eyelit;;
BOXER ESTAMPADO DE HOMBRE EYELIT  TALLE XL;500XL;BOXER ESTAMPADO DE HOMBRE EYELIT  TALLE XL;22;;3050;;;21;1538,06;;Principal;;Boxers;Eyelit;;
BOXER ESTAMPADO DE HOMBRE EYELIT  TALLE XXL;500XXL;BOXER ESTAMPADO DE HOMBRE EYELIT  TALLE XXL;29;;3050;;;21;1538,06;;Principal;;Boxers;Eyelit;;
SLIP DE ADULTO ANDROS LISO TALLE S;5014S;SLIP DE ADULTO ANDROS LISO TALLE S;19;;1350;;;21;645,15;;Principal;;Boxers;Andros;;
SLIP DE ADULTO ANDROS LISO TALLE XXL;5014XXL;SLIP DE ADULTO ANDROS LISO TALLE XXL;36;;1350;;;21;645,15;;Principal;;Boxers;Andros;;
BOXER BARAK DE ADULTO LISO TALLE S;501S;BOXER BARAK DE ADULTO LISO TALLE S;49;;880;;;21;386,78;;Principal;;Boxers;Barak;;
MEDIAS DE VESTIR DE HOMBRE RHYTON AZUL;505A;MEDIAS DE VESTIR DE HOMBRE RHYTON AZUL;20;;460;;;21;213,5;;Principal;;Medias;Rhyton;;
SUNGA ESTAMPADA DE NENE CHERRY TALLE 2;505A2;SUNGA ESTAMPADA DE NENE CHERRY TALLE 2;16;;1549;;;21;400;;Principal;;Mallas;Cherry;;
SUNGA ESTAMPADA DE NENE CHERRY TALLE 4;505A4;SUNGA ESTAMPADA DE NENE CHERRY TALLE 4;15;;1549;;;21;400;;Principal;;Mallas;Cherry;;
SUNGA ESTAMPADA DE NENE CHERRY TALLE 6;505A6;SUNGA ESTAMPADA DE NENE CHERRY TALLE 6;16;;1549;;;21;400;;Principal;;Mallas;Cherry;;
SUNGA ESTAMPADA DE NENE CHERRY TALLE 8;505A8;SUNGA ESTAMPADA DE NENE CHERRY TALLE 8;15;;1549;;;21;400;;Principal;;Mallas;Cherry;;
PACK BOXER SEAMLESS 514 TALLE S + 2 PARES DE MEDIAS 3402;514202S;PACK BOXER SEAMLESS 514 TALLE S + 2 PARES DE MEDIAS 3402;15;;2700;;;21;1530,45;;Principal;;Boxers;Eyelit;;
PACK BOXER SEAMLESS 514 TALLE XXL + 2 PARES DE MEDIAS 3402;514202XXL;PACK BOXER SEAMLESS 514 TALLE XXL + 2 PARES DE MEDIAS 3402;16;;2700;;;21;1530,45;;Principal;;Boxers;Eyelit;;
PACK X 2 BOXERS EYELIT SEAMLESS LISO Y RAYADO TALLE S;514625S;PACK X 2 BOXERS EYELIT SEAMLESS LISO Y RAYADO TALLE S;12;;2399;;;21;1196,06;;Principal;;Boxers;Eyelit;;
PACK X 2 BOXERS EYELIT SEAMLESS LISO Y RAYADO TALLE XL;514625XL;PACK X 2 BOXERS EYELIT SEAMLESS LISO Y RAYADO TALLE XL;11;;2399;;;21;1196,06;;Principal;;Boxers;Eyelit;;
PACK X 2 BOXERS EYELIT SEAMLESS LISO Y RAYADO TALLE XXL;514625XXL;PACK X 2 BOXERS EYELIT SEAMLESS LISO Y RAYADO TALLE XXL;14;;2399;;;21;1196,06;;Principal;;Boxers;Eyelit;;
BOXER LISO RHYTON TALLE L;5200L;BOXER LISO RHYTON TALLE L;60;;760;;;21;326,1;;Principal;;Boxers;Rhyton;;
BOXER DE ALGODÓN Y LYCRA CON ELÁSTICO BORDADO TALLE S;525S;BOXER DE ALGODÓN Y LYCRA CON ELÁSTICO BORDADO TALLE S;10;;2700;;;21;1325,25;;Principal;;Boxers;Eyelit;;
BOXER DE PIERNA LARGA DE HOMBRE EYELIT TALLE L;526L;BOXER DE PIERNA LARGA DE HOMBRE EYELIT TALLE L;18;;3099;;;21;1581,75;;Principal;;Boxers;Eyelit;;
CAMISETA NIÑA MANGA LARGA NIBEL NEGRA;5351N;CAMISETA NIÑA MANGA LARGA NIBEL NEGRA;2;;1380;;;21;645,26;;Principal;;Underware;Nibel;;
CAMISÓN DE AMAMANTAR MARIANA K BLANCO TALLE 2;5428BL2;CAMISÓN DE AMAMANTAR MARIANA K BLANCO TALLE 2;12;;2399;;;21;1136;;Principal;;Remeras y camisetas;Mariana K;;
CAMISÓN DE AMAMANTAR MARIANA K BLANCO TALLE 3;5428BL3;CAMISÓN DE AMAMANTAR MARIANA K BLANCO TALLE 3;6;;2399;;;21;1136;;Principal;;Remeras y camisetas;Mariana K;;
CAMISÓN DE AMAMANTAR MARIANA K LILA TALLE 1;5428LI1;CAMISÓN DE AMAMANTAR MARIANA K LILA TALLE 1;12;;2399;;;21;1136;;Principal;;Remeras y camisetas;Mariana K;;
CAMISÓN DE AMAMANTAR MARIANA K LILA TALLE 2;5428LI2;CAMISÓN DE AMAMANTAR MARIANA K LILA TALLE 2;12;;2399;;;21;1136;;Principal;;Remeras y camisetas;Mariana K;;
CAMISÓN DE AMAMANTAR MARIANA K LILA TALLE 3;5428LI3;CAMISÓN DE AMAMANTAR MARIANA K LILA TALLE 3;9;;2399;;;21;1136;;Principal;;Remeras y camisetas;Mariana K;;
CAMISÓN DE AMAMANTAR MARIANA K ROSA TALLE 3;5428RO3;CAMISÓN DE AMAMANTAR MARIANA K ROSA TALLE 3;11;;2399;;;21;1136;;Principal;;Remeras y camisetas;Mariana K;;
SLIP DE NIÑO ANDROS RAYADO TALLE L;5508L;SLIP DE NIÑO ANDROS RAYADO TALLE L;13;;1250;;;21;577,15;;Principal;;Boxers;Andros;;
BIKINI DE NENA VOLADITOS CON VEDETINA TALLE 4;555A4;BIKINI DE NENA VOLADITOS CON VEDETINA TALLE 4;2;;1899;;;21;853,74;;Principal;;Mallas;Cherry;;
TRUSA LESS MODELANTE ARETHA BLANCO TALLE L;555BLL;TRUSA LESS MODELANTE ARETHA BLANCO TALLE L;4;;1999;;;21;1019,15;;Principal;;Reductora;Aretha;;
TRUSA LESS MODELANTE ARETHA BLANCO TALLE M;555BLM;TRUSA LESS MODELANTE ARETHA BLANCO TALLE M;8;;1999;;;21;1019,15;;Principal;;Reductora;Aretha;;
TRUSA LESS MODELANTE ARETHA BLANCO TALLE XL;555BLXL;TRUSA LESS MODELANTE ARETHA BLANCO TALLE XL;4;;1999;;;21;1019,15;;Principal;;Reductora;Aretha;;
TRUSA LESS MODELANTE ARETHA BLANCO TALLE XXL;555BLXXL;TRUSA LESS MODELANTE ARETHA BLANCO TALLE XXL;6;;1999;;;21;1019,15;;Principal;;Reductora;Aretha;;
TRUSA LESS MODELANTE ARETHA BLANCO TALLE XXXL;555BLXXXL;TRUSA LESS MODELANTE ARETHA BLANCO TALLE XXXL;6;;1999;;;21;1019,15;;Principal;;Reductora;Aretha;;
TRUSA LESS MODELANTE ARETHA NEGRO TALLE L;555NEL;TRUSA LESS MODELANTE ARETHA NEGRO TALLE L;4;;1999;;;21;1019,15;;Principal;;Reductora;Aretha;;
TRUSA LESS MODELANTE ARETHA NEGRO TALLE M;555NEM;TRUSA LESS MODELANTE ARETHA NEGRO TALLE M;9;;1999;;;21;1019,15;;Principal;;Reductora;Aretha;;
TRUSA LESS MODELANTE ARETHA NEGRO TALLE XXL;555NEXXL;TRUSA LESS MODELANTE ARETHA NEGRO TALLE XXL;5;;1999;;;21;1019,15;;Principal;;Reductora;Aretha;;
TRUSA LESS MODELANTE ARETHA NEGRO TALLE XXXL;555NEXXXL;TRUSA LESS MODELANTE ARETHA NEGRO TALLE XXXL;4;;1999;;;21;1019,15;;Principal;;Reductora;Aretha;;
TRUSA LESS MODELANTE ARETHA NOUGAT TALLE L;555NOL;TRUSA LESS MODELANTE ARETHA NOUGAT TALLE L;12;;1999;;;21;1019,15;;Principal;;Reductora;Aretha;;
TRUSA LESS MODELANTE ARETHA NOUGAT TALLE M;555NOM;TRUSA LESS MODELANTE ARETHA NOUGAT TALLE M;9;;1999;;;21;1019,15;;Principal;;Reductora;Aretha;;
TRUSA LESS MODELANTE ARETHA NOUGAT TALLE XL;555NOXL;TRUSA LESS MODELANTE ARETHA NOUGAT TALLE XL;3;;1999;;;21;1019,15;;Principal;;Reductora;Aretha;;
TRUSA LESS MODELANTE ARETHA NOUGAT TALLE XXL;555NOXXL;TRUSA LESS MODELANTE ARETHA NOUGAT TALLE XXL;10;;1999;;;21;1019,15;;Principal;;Reductora;Aretha;;
TRUSA LESS MODELANTE ARETHA NOUGAT TALLE XXXL;555NOXXXL;TRUSA LESS MODELANTE ARETHA NOUGAT TALLE XXXL;6;;1999;;;21;1019,15;;Principal;;Reductora;Aretha;;
TOP DE MICROFIBRA SEAMLESS MORLEY NEGRO TALLE P;5568NP;TOP DE MICROFIBRA SEAMLESS MORLEY NEGRO TALLE P;2;;1899;;;21;929,84;;Principal;;Basica;NiBel;;
VEDETINA DE ALGODÓN Y LYCRA COCOT AVELLANA TALLE 1;5600A1;VEDETINA DE ALGODÓN Y LYCRA COCOT AVELLANA TALLE 1;20;;870;;;21;366,47;;Principal;;Basica;Cocot;;
VEDETINA DE ALGODÓN Y LYCRA COCOT AVELLANA TALLE 4;5600A4;VEDETINA DE ALGODÓN Y LYCRA COCOT AVELLANA TALLE 4;17;;870;;;21;366,47;;Principal;;Basica;Cocot;;
VEDETINA DE ALGODÓN Y LYCRA COCOT BLANCO TALLE 4;5600B4;VEDETINA DE ALGODÓN Y LYCRA COCOT BLANCO TALLE 4;23;;870;;;21;366,47;;Principal;;Basica;Cocot;;
VEDETINA DE ALGODÓN Y LYCRA COCOT MELANGE TALLE 1;5600M1;VEDETINA DE ALGODÓN Y LYCRA COCOT MELANGE TALLE 1;16;;870;;;21;366,47;;Principal;;Basica;Cocot;;
PACK X 3 COLALESS ALGODÓN LYCRA COCOT SURTIDAS TALLE 1;5604.3S1;PACK X 3 COLALESS ALGODÓN LYCRA COCOT SURTIDAS TALLE 1;16;;2230;;;21;1099,4;;Principal;;Basica;Cocot;;
PACK X 3 COLALESS ALGODÓN LYCRA COCOT SURTIDAS TALLE 2;5604.3S2;PACK X 3 COLALESS ALGODÓN LYCRA COCOT SURTIDAS TALLE 2;3;;2230;;;21;1099,4;;Principal;;Basica;Cocot;;
COLALESS DE ALGODÓN Y LYCRA COCOT AVELLANA TALLE 3;5604A3;COLALESS DE ALGODÓN Y LYCRA COCOT AVELLANA TALLE 3;28;;870;;;21;366,47;;Principal;;Basica;Cocot;;
COLALESS DE ALGODÓN Y LYCRA COCOT AVELLANA TALLE 4;5604A4;COLALESS DE ALGODÓN Y LYCRA COCOT AVELLANA TALLE 4;24;;870;;;21;366,47;;Principal;;Basica;Cocot;;
COLALESS DE ALGODÓN Y LYCRA COCOT BLANCO TALLE 1;5604B1;COLALESS DE ALGODÓN Y LYCRA COCOT BLANCO TALLE 1;4;;870;;;21;366,47;;Principal;;Basica;Cocot;;
COLALESS DE ALGODÓN Y LYCRA COCOT BLANCO TALLE 2;5604B2;COLALESS DE ALGODÓN Y LYCRA COCOT BLANCO TALLE 2;7;;870;;;21;366,47;;Principal;;Basica;Cocot;;
COLALESS DE ALGODÓN Y LYCRA COCOT MELANGE TALLE 1;5604M1;COLALESS DE ALGODÓN Y LYCRA COCOT MELANGE TALLE 1;22;;870;;;21;366,47;;Principal;;Basica;Cocot;;
COLALESS DE ALGODÓN Y LYCRA COCOT NEGRO TALLE 1;5604N1;COLALESS DE ALGODÓN Y LYCRA COCOT NEGRO TALLE 1;16;;870;;;21;366,47;;Principal;;Basica;Cocot;;
PACK X 3 TANGAS COLALESS ALGODÓN Y LYCRA COCOT SURTIDO TALLE 1/2;5606.3S12;PACK X 3 TANGAS COLALESS ALGODÓN Y LYCRA COCOT SURTIDO TALLE 1/2;24;;2230;;;21;1099,4;;Principal;;Basica;Cocot;;
PACK X 3 TANGAS COLALESS ALGODÓN Y LYCRA COCOT SURTIDO TALLE 3/4;5606.3S34;PACK X 3 TANGAS COLALESS ALGODÓN Y LYCRA COCOT SURTIDO TALLE 3/4;19;;2230;;;21;1099,4;;Principal;;Basica;Cocot;;
BIKINI DE NENA VOLADITOS CON SHORT TALLE 4;560A4;BIKINI DE NENA VOLADITOS CON SHORT TALLE 4;5;;1899;;;21;853,74;;Principal;;Mallas;Cherry;;
SOUTIEN BRETEL ANCHO CON PUÑO DE LUREX BLANCO TALLE P;5618BP;SOUTIEN BRETEL ANCHO CON PUÑO DE LUREX BLANCO TALLE P;2;;1799;;;21;871,51;;Principal;;Basica;NiBel;;
SOUTIEN BRETELES REGULABLES CON PUÑO DE LUREX BLANCO TALLE G;5619BG;SOUTIEN BRETELES REGULABLES CON PUÑO DE LUREX BLANCO TALLE G;3;;1799;;;21;871,51;;Principal;;Basica;NiBel;;
SOUTIEN BRETELES REGULABLES CON PUÑO DE LUREX BLANCO TALLE M;5619BM;SOUTIEN BRETELES REGULABLES CON PUÑO DE LUREX BLANCO TALLE M;4;;1799;;;21;871,51;;Principal;;Basica;NiBel;;
SOUTIEN BRETELES REGULABLES CON PUÑO DE LUREX BLANCO TALLE P;5619BP;SOUTIEN BRETELES REGULABLES CON PUÑO DE LUREX BLANCO TALLE P;2;;1799;;;21;871,51;;Principal;;Basica;NiBel;;
SOUTIEN BRETELES REGULABLES CON PUÑO DE LUREX NEGRO TALLE G;5619NG;SOUTIEN BRETELES REGULABLES CON PUÑO DE LUREX NEGRO TALLE G;2;;1799;;;21;871,51;;Principal;;Basica;NiBel;;
SOUTIEN BRETELES REGULABLES CON PUÑO DE LUREX NEGRO TALLE M;5619NM;SOUTIEN BRETELES REGULABLES CON PUÑO DE LUREX NEGRO TALLE M;2;;1799;;;21;871,51;;Principal;;Basica;NiBel;;
SOUTIEN BRETELES REGULABLES CON PUÑO DE LUREX NEGRO TALLE P;5619NP;SOUTIEN BRETELES REGULABLES CON PUÑO DE LUREX NEGRO TALLE P;3;;1799;;;21;871,51;;Principal;;Basica;NiBel;;
BIKINI TRICOT NENA ROSA TALLE 10;56500R10;BIKINI TRICOT NENA ROSA TALLE 10;2;;5900;;;21;2502,78;;Principal;;Mallas;Alouette;;
BIKINI TRICOT NENA ROSA TALLE 2;56500R2;BIKINI TRICOT NENA ROSA TALLE 2;3;;5900;;;21;2502,78;;Principal;;Mallas;Alouette;;
BIKINI TRICOT NENA ROSA TALLE 4;56500R4;BIKINI TRICOT NENA ROSA TALLE 4;3;;5900;;;21;2502,78;;Principal;;Mallas;Alouette;;
BIKINI TRICOT NENA TURQUESA TALLE 10;56500T10;BIKINI TRICOT NENA TURQUESA TALLE 10;2;;5900;;;21;2502,78;;Principal;;Mallas;Alouette;;
BIKINI TRICOT NENA TURQUESA TALLE 2;56500T2;BIKINI TRICOT NENA TURQUESA TALLE 2;3;;5900;;;21;2502,78;;Principal;;Mallas;Alouette;;
BIKINI TRICOT NENA TURQUESA TALLE 4;56500T4;BIKINI TRICOT NENA TURQUESA TALLE 4;2;;5900;;;21;2502,78;;Principal;;Mallas;Alouette;;
MALLA ENTERIZA TRICOT NENA TURQUESA TALLE M;56523SM;MALLA ENTERIZA TRICOT NENA TURQUESA TALLE M;3;;5900;;;21;2878,62;;Principal;;Mallas;Alouette;;
MALLA ENTERIZA TRICOT NENA TURQUESA TALLE S;56523SS;MALLA ENTERIZA TRICOT NENA TURQUESA TALLE S;2;;5900;;;21;2878,62;;Principal;;Mallas;Alouette;;
MALLA ENTERIZA TRICOT NENA ROSA TALLE 12;56523V12;MALLA ENTERIZA TRICOT NENA ROSA TALLE 12;3;;5900;;;21;2502,78;;Principal;;Mallas;Alouette;;
MALLA ENTERIZA TRICOT NENA ROSA TALLE 6;56523V6;MALLA ENTERIZA TRICOT NENA ROSA TALLE 6;3;;5900;;;21;2502,78;;Principal;;Mallas;Alouette;;
MALLA ENTERIZA TRICOT NENA ROSA TALLE S;56523VS;MALLA ENTERIZA TRICOT NENA ROSA TALLE S;2;;5900;;;21;2878,62;;Principal;;Mallas;Alouette;;
CORPIÑO MATERNAL SEAMLESS AVELLANA TALLE 100;5653A100;CORPIÑO MATERNAL SEAMLESS AVELLANA TALLE 100;2;;3480;;;21;1832,32;;Principal;;Basica;Cocot;;
CORPIÑO MATERNAL SEAMLESS AVELLANA TALLE 105;5653A105;CORPIÑO MATERNAL SEAMLESS AVELLANA TALLE 105;11;;3480;;;21;1832,32;;Principal;;Basica;Cocot;;
CORPIÑO MATERNAL SEAMLESS AVELLANA TALLE 110;5653A110;CORPIÑO MATERNAL SEAMLESS AVELLANA TALLE 110;9;;3480;;;21;1832,32;;Principal;;Basica;Cocot;;
CORPIÑO MATERNAL SEAMLESS AVELLANA TALLE 90;5653A90;CORPIÑO MATERNAL SEAMLESS AVELLANA TALLE 90;16;;3480;;;21;1832,32;;Principal;;Basica;Cocot;;
CORPIÑO MATERNAL SEAMLESS BLANCO TALLE 100;5653B100;CORPIÑO MATERNAL SEAMLESS BLANCO TALLE 100;4;;3480;;;21;1832,32;;Principal;;Basica;Cocot;;
CORPIÑO MATERNAL SEAMLESS BLANCO TALLE 105;5653B105;CORPIÑO MATERNAL SEAMLESS BLANCO TALLE 105;16;;3480;;;21;1832,32;;Principal;;Basica;Cocot;;
CORPIÑO MATERNAL SEAMLESS BLANCO TALLE 110;5653B110;CORPIÑO MATERNAL SEAMLESS BLANCO TALLE 110;7;;3480;;;21;1832,32;;Principal;;Basica;Cocot;;
CORPIÑO MATERNAL SEAMLESS BLANCO TALLE 90;5653B90;CORPIÑO MATERNAL SEAMLESS BLANCO TALLE 90;12;;3480;;;21;1832,32;;Principal;;Basica;Cocot;;
CORPIÑO MATERNAL SEAMLESS BLANCO TALLE 95;5653B95;CORPIÑO MATERNAL SEAMLESS BLANCO TALLE 95;10;;3480;;;21;1832,32;;Principal;;Basica;Cocot;;
CORPIÑO MATERNAL SEAMLESS NEGRO TALLE 100;5653N100;CORPIÑO MATERNAL SEAMLESS NEGRO TALLE 100;17;;3480;;;21;1832,32;;Principal;;Basica;Cocot;;
CORPIÑO MATERNAL SEAMLESS NEGRO TALLE 105;5653N105;CORPIÑO MATERNAL SEAMLESS NEGRO TALLE 105;18;;3480;;;21;1832,32;;Principal;;Basica;Cocot;;
CORPIÑO MATERNAL SEAMLESS NEGRO TALLE 110;5653N110;CORPIÑO MATERNAL SEAMLESS NEGRO TALLE 110;14;;3480;;;21;1832,32;;Principal;;Basica;Cocot;;
CORPIÑO MATERNAL SEAMLESS NEGRO TALLE 90;5653N90;CORPIÑO MATERNAL SEAMLESS NEGRO TALLE 90;21;;3480;;;21;1832,32;;Principal;;Basica;Cocot;;
CORPIÑO MATERNAL SEAMLESS NEGRO TALLE 95;5653N95;CORPIÑO MATERNAL SEAMLESS NEGRO TALLE 95;21;;3480;;;21;1832,32;;Principal;;Basica;Cocot;;
BIKINI A LUNARES NENA MARINO TALLE 10;56582M10;BIKINI A LUNARES NENA MARINO TALLE 10;2;;5900;;;21;2502,78;;Principal;;Mallas;Alouette;;
BIKINI A LUNARES NENA MARINO TALLE 2;56582M2;BIKINI A LUNARES NENA MARINO TALLE 2;2;;5900;;;21;2502,78;;Principal;;Mallas;Alouette;;
BIKINI A LUNARES NENA MARINO TALLE 4;56582M4;BIKINI A LUNARES NENA MARINO TALLE 4;3;;5900;;;21;2502,78;;Principal;;Mallas;Alouette;;
BIKINI A LUNARES NENA MARINO TALLE 8;56582M8;BIKINI A LUNARES NENA MARINO TALLE 8;2;;5900;;;21;2502,78;;Principal;;Mallas;Alouette;;
BIKINI A LUNARES NENA ROSA TALLE 2;56582R2;BIKINI A LUNARES NENA ROSA TALLE 2;2;;5900;;;21;2502,78;;Principal;;Mallas;Alouette;;
BIKINI A LUNARES NENA ROSA TALLE 4;56582R4;BIKINI A LUNARES NENA ROSA TALLE 4;3;;5900;;;21;2502,78;;Principal;;Mallas;Alouette;;
BIKINI ANIMAL PRINT NENA ORQUIDEA TALLE 12;56583O12;BIKINI ANIMAL PRINT NENA ORQUIDEA TALLE 12;2;;5900;;;21;2586,48;;Principal;;Mallas;Alouette;;
